time,temperature
0,25.14901424590337
1,25.033520397149037
2,25.344304061442706
3,25.68190051951733
4,25.229733987982996
5,25.304719851635934
6,25.923696347689653
7,25.755123237810917
8,25.458997697019026
9,25.837540223640694
10,25.610662231216438
11,25.68486519933494
12,25.972048778661478
13,25.400329509124397
14,25.531667360309083
15,25.95525935031884
16,25.894871073437262
17,26.367739441814823
18,26.075771015313805
19,25.999166419117774
20,26.93719588037889
21,26.504374642287274
22,26.666932973964002
23,26.293775870040918
24,26.632368291976235
25,26.903397777691374
26,26.599214066068733
27,27.131564070613926
28,26.912955112687907
29,27.079878320719914
30,27.06106000343517
31,27.871384944719832
32,27.38572393179231
33,27.146471686170447
34,27.784498709635898
35,27.245368968912633
36,27.748102679888788
37,27.17129696575669
38,27.43442760997798
39,27.965556395197066
40,28.201579935924542
41,28.10491788292866
42,28.09220401297502
43,28.10988031583495
44,27.829887749102813
45,28.130642169457772
46,28.281471221739892
47,28.809781450551927
48,28.668624883277555
49,28.10943282521976
50,28.808284579636283
51,28.668156445390775
52,28.65313167829054
53,29.112141908895126
54,29.310271407081252
55,29.352588090076555
56,28.893569471494914
57,29.124598056674046
58,29.388662405993603
59,29.653761289991348
60,29.289050828566506
61,29.44869993513978
62,29.243979054449845
63,29.28838508118984
64,29.962256155960027
65,30.196503796426263
66,29.839042389448924
67,30.232597417476153
68,30.110797189626506
69,29.879414232335332
70,30.25188579348429
71,30.675266448476556
72,30.273365687393362
73,30.823632513897874
74,29.638307948247505
75,30.740658687603283
76,30.58992116166619
77,30.543684846072757
78,30.730354459808073
79,30.175852157743407
80,30.775373568278503
81,31.017415177015227
82,31.4225081331888
83,30.892367890302307
84,30.873858715025598
85,31.034284613076007
86,31.527682671748785
87,31.419781353397628
88,31.230163914859883
89,31.61084843444764
90,31.553606276472866
91,31.882528204247667
92,31.448605676319588
93,31.628043377705186
94,31.675661834746375
95,31.421022223244698
96,32.01552371624162
97,32.071441973384054
98,32.06092235956011
99,32.05509862905172
100,31.76677185644792
101,32.130918008029795
102,32.219844348285584
103,32.147339554775144
104,32.404816354156246
105,32.63941032715133
106,33.14885588843586
107,32.69998893527999
108,32.789304992013534
109,32.75393758283791
110,32.26467706937018
111,32.89619534041476
112,32.985862031795556
113,33.77020987391333
114,33.0367724415752
115,33.24798606295472
116,33.209945520966535
117,32.932387323667555
118,33.68826218804626
119,33.63321122728719
120,33.706946685038446
121,33.25861490744508
122,34.01385019478805
