time,temperature
0,24.777183728353382
1,24.89381383325244
2,24.85158796328515
3,24.95040083625177
4,25.03716993785776
5,25.26743089726628
6,25.05576819225886
7,24.82287485864608
8,25.388013569299034
9,25.01258197327699
10,25.188255914579074
11,25.30930730138814
12,25.279922083680557
13,25.478835909504298
14,25.375800628678554
15,25.127738084060578
16,25.755712434798333
17,25.378866692667646
18,25.3305319546757
19,25.572785084611112
20,25.449890189186014
21,25.499845638587868
22,25.93843679972014
23,25.404975714348993
24,25.41644782119652
25,25.523315702402492
26,25.734303187116208
27,25.238693193961918
28,25.1668888217047
29,25.46257694587597
30,25.273215408188143
31,25.535033730494874
32,25.74049993922586
33,25.48185022728955
34,25.39463468464373
35,25.71386743234307
36,25.892508696923034
37,25.401005312296675
38,25.924046479661197
39,25.943461240747666
40,25.990817020431326
41,26.06369604297434
42,26.280402784931923
43,25.788781590276187
44,25.90191431601557
45,25.816712313350394
46,25.920395368951162
47,26.246574671127263
48,25.690997103213867
49,25.807790065566884
50,26.27543618730091
51,26.224007301380418
52,25.967373670636583
53,26.230880400224144
54,26.148243168498404
55,26.400054921800198
56,26.134901918765355
57,26.345126422774516
58,26.688402382098523
59,26.299619831009494
60,26.20986563315897
61,26.364489397044196
62,26.166943828359223
63,26.73759354110495
64,26.316014207539197
65,26.245413335954897
66,26.152862198995994
67,26.55944403832129
68,26.533437482565546
69,26.28052912571718
70,26.515290269024483
71,26.11828880635743
72,26.476994115014634
73,26.55055127041534
74,26.821465961911844
75,26.34583623945426
76,26.264329474239535
77,26.36091440781499
78,26.292686299937014
79,26.847331471551794
80,26.90972785900481
81,26.68404331558977
82,26.88425898913703
83,26.686791676116048
84,26.660977670459847
85,26.633392476189247
86,26.657921801724484
87,26.430439688738193
88,26.812850952721465
89,26.77193321795719
90,26.949072144815577
91,26.83870469928772
92,26.80745925968618
93,26.685761393998472
94,26.894430647364352
95,27.047647446163232
96,26.69133220178323
97,26.95749475073615
98,27.0066085903059
99,26.836387043276346
100,26.8824287390184
101,27.066122169753243
102,26.813315796341474
103,27.129984743049878
104,26.90092912526816
105,27.312570738606645
106,27.58756554907766
107,26.967848639659636
108,27.266841572474934
109,27.034651619023595
110,27.40819083475956
111,26.966948318182954
112,27.336117351685544
113,27.08540220662213
114,27.238603082180326
115,27.09379494497054
116,27.48447009417915
117,27.172603929112082
118,27.470392851866364
119,27.31118039434753
120,27.377105525640225
121,27.44955118148003
122,27.28763506566823
123,27.50207342270818
124,27.786066912870883
125,27.344381042833458
126,27.754362028654768
127,27.839619526697557
128,27.39676900219439
129,27.28898907898189
130,27.660392180034354
131,27.510518495446625
132,28.013720643832603
133,27.666961508099966
134,27.519560118392963
135,27.470568097797656
136,27.937980991818165
137,27.625763205183166
138,27.768765759892087
139,27.971160549022496
140,27.703148329613835
141,27.810814234251968
142,27.836686318035497
143,27.996664902303216
144,27.998148867102064
145,27.85597725374903
146,27.932729812299304
147,27.865644197695303
148,27.664477518616113
149,28.031520171479627
150,28.378438352166615
151,27.843256171861785
152,27.88539405807946
153,27.88585444567125
154,28.224918355744624
155,28.18969709083929
156,28.08829246151671
157,27.95639618767221
158,28.178475358327987
159,27.867075574532837
160,28.228685313371496
161,28.394304877217586
162,27.989760172673268
163,27.95349634463407
164,28.595887578338974
165,28.177648072099085
166,28.547189569188763
167,28.309200466960434
168,28.327609036611733
169,28.46768253989933
170,28.22320022865071
171,28.44649942869913
172,28.363702117035178
173,28.195901311318995
174,28.54749641494528
175,28.447338438624417
176,28.488595034311057
177,28.297967811317168
178,28.87828007355256
179,28.755342837277222
180,28.792831176834397
181,28.558911059511665
182,28.294163422099317
183,29.050583476497902
184,28.667780498398827
185,28.550240040795988
186,28.803360314896622
187,28.97342415760066
188,28.755389888782904
189,29.035715033587877
190,29.016599987703373
191,28.604723762519587
192,28.705241978868106
193,29.051507432655953
194,28.337477487237912
195,28.870108861367
196,28.633833759675067
197,28.844689239713297
198,28.90023598219416
199,28.9083511244185
200,28.889547749577478
201,28.800571270074236
202,29.498382253363737
203,29.43349240083227
204,28.847586835948743
205,29.416423350260715
206,29.040106901905432
207,29.16583749466634
208,29.147345208020617
209,29.048050271749208
210,29.39677046872123
211,29.24517730611533
212,29.144689715356154
213,28.999082111239904
214,29.101280997256175
215,28.97172397687958
216,29.322444709683033
217,29.10066688154312
218,29.306887897496292
219,29.654020370722073
220,29.639859914584317
221,29.41354462117948
222,29.422583054771373
223,29.835974909884204
224,29.584151224071743
225,29.434438708024697
226,29.234796376575908
227,29.618774643632946
228,29.725864754516575
229,29.45366969509727
230,29.658240551027607
231,29.547285341016995
232,29.6031935201602
233,29.162435588487533
234,29.635643719256773
235,29.89387386048161
236,29.593719488886688
237,29.750505273643064
238,29.608809858661616
239,29.852088335258557
240,29.756695360492767
241,29.632151691863598
242,30.106510293533024
243,30.045786402706444
244,29.759018647214365
245,29.999557661883554
246,30.02748240056408
247,30.068460247002232
248,29.621148820800986
249,30.181321308206527
250,29.886060207414854
251,29.948434413311745
252,30.56757635045204
253,30.120374676144205
254,30.002735504910564
255,29.65894112544882
256,30.397952826789272
257,29.87095806583828
258,29.9593122193001
259,30.11372954018243
260,30.48328235834006
261,30.374647997333152
262,30.20843249803195
263,30.32165841272776
264,30.15992286142578
265,30.32793073791307
266,30.334667348955627
267,30.53375397913627
268,30.55343562448779
269,30.47879547644113
270,30.32753048849078
271,30.568364458878026
272,30.421606306759394
273,30.243617126257373
274,30.39934244161781
275,30.516905396756865
276,30.702043156732948
277,30.503294365568568
278,30.31816025775208
279,30.59134833665936
280,30.62269120801131
281,30.65716752578055
282,30.823974303190887
283,30.86378464801798
284,30.561157825523665
285,30.57677130839021
286,30.511960257808905
287,30.879763134056095
288,31.049764021667542
289,30.716983614418215
290,30.751713887055
291,31.113356511379795
292,30.941111570643002
293,30.94724714096021
294,30.641816698805254
295,31.035745613855884
296,30.73417273189805
297,30.713195962813007
298,30.890645684646657
299,30.862841455310264
300,30.955680061122994
301,30.731803673095015
302,31.231763261293533
303,31.285537258903286
304,30.690531505171837
305,31.29569156113331
