time,temperature
0,25.2798710873172
1,25.38426154893152
2,25.409271219768165
3,25.464652445256228
4,25.929072182128365
5,26.06221406262417
6,26.355355469435853
7,26.494869968326995
8,26.767992388262
9,26.640016950160422
10,27.198269262178332
11,27.160789479302373
12,27.721561782925978
13,27.352681268466256
14,28.020498168264687
15,27.894459615613744
16,27.904959455128843
17,28.117633047890784
18,28.32831743684641
19,28.65401420658714
20,28.849367526318673
21,28.80451293724811
22,29.08767538030088
23,29.69314228454137
24,29.7811949650338
25,29.69281298721638
26,29.781882224703118
27,29.96589992300549
28,30.23109568306027
29,30.069225708544508
30,30.386602100175875
31,30.267562133914158
32,30.84324072262132
33,31.053875249066195
34,30.98776870266414
35,31.558110362554558
36,31.15601103540293
37,31.265091509035607
38,31.758617293848737
39,32.07787208641544
40,32.35893538735211
41,32.08304917808742
42,32.54222392301449
43,32.46944007270758
44,32.592269297270064
45,32.9521853670458
46,33.05358881623544
47,32.754535472047934
48,33.510836957734455
49,33.636293940661226
50,33.37894814248442
51,33.72605102380919
52,33.887576958101704
53,33.981843552949414
54,33.95964918709999
55,34.07445672381914
56,34.341817705163606
57,34.718703527481196
58,34.72919514022626
59,34.68176386855173
60,35.04473836106049
61,34.45430821539507
62,35.3865001754193
63,34.94065264979268
64,35.34707952179999
65,35.32573579102947
66,35.41997107236158
67,36.03945160412397
68,35.84127187286895
69,36.13079141113837
70,36.177943326032484
71,36.40773629239193
72,36.451862624027825
73,36.303244872268394
74,36.88162218673121
75,36.705328891988735
76,36.61366650412676
77,36.95945918983387
78,37.46453551902103
79,37.452936551184116
80,37.330882987817475
81,37.447700887916625
82,37.56938743207049
83,38.16445421478746
84,37.94011517498186
85,38.0635982655281
86,38.296751924090145
87,38.250806834843246
88,38.26284780970761
89,38.386251931308166
90,38.5213306652964
91,38.637603734372966
92,38.89924446545841
93,38.87205604932122
94,39.11542594112499
95,39.05927316711786
96,39.196954316771766
97,38.88669487820177
98,39.57400989875129
99,39.56375766042862
100,39.79708845099417
101,39.12057725846261
102,40.21916516998846
103,39.874558706507266
104,40.224428595068034
105,39.894459700832606
106,40.323982405616746
107,40.08907353355223
108,40.272678529061686
109,40.877265261576426
110,40.552704487153356
111,40.73006910900491
112,40.95570149332619
113,40.97529781028183
114,41.00009097073144
115,41.1362215896659
116,41.63651529136897
117,41.23629590143658
118,41.37941574642945
119,41.640095943435206
120,41.741236263074946
121,41.84710404234069
122,41.82641580364138
123,41.55844938227392
124,42.20153003248374
125,41.73278466618392
126,42.10921139017542
127,41.98388406330055
128,42.207394708677484
129,42.37089001252823
130,42.4537599078296
131,42.557663080603454
132,42.87925490336429
133,42.729900183720964
134,42.67249329900531
135,42.9957276414397
136,43.121847792398135
137,42.71893712547566
138,43.16390878143455
139,43.26410203419883
140,43.14326567327006
141,43.55630630190669
142,43.329019548097335
143,43.461494304126546
144,43.478599055889866
145,43.59265311183854
146,43.44609903296508
147,43.452656857939154
148,44.13438061456504
149,43.72040280808186
150,43.76533829496547
151,43.60626992150894
152,43.98199952550208
153,43.917533836126154
154,44.58243395156831
155,44.52739586174827
156,44.25872947220105
157,44.91730252500758
158,44.73315614076591
159,44.54135941339655
160,44.175505251062916
161,45.20217673907978
162,44.534219737299104
163,44.55074769163944
164,45.151584950698776
165,45.50181797032547
166,45.35707484776507
167,45.25891402234741
168,45.330557029641874
169,45.447328194699324
170,45.493037571827074
171,45.46166763030476
172,45.49002063100065
173,45.519989255779116
174,45.444621655748506
175,45.60176826718872
176,45.381385422926876
177,45.76196991660711
178,45.645170970233764
179,45.68301569370874
180,46.000152472864634
181,46.302612591614974
182,46.26751502187599
183,45.82899487155493
184,46.00401901488905
185,46.44855750359351
186,46.12197598312081
187,46.33123118060871
188,46.54346929589801
189,46.296710314034165
190,46.56799642838045
191,46.33628265653506
192,46.53860745761393
193,46.77825988634453
194,46.45075901137984
195,46.91214115657171
196,46.87444372301785
197,47.042833384896966
198,47.03072376783743
199,47.31201839230841
200,47.11713075705778
201,47.05874883436517
202,47.22128440040753
203,47.357332653752486
204,47.30994870545847
205,47.359456457445475
206,47.26176126766765
207,47.320063224697115
208,47.22227071751256
209,47.90252227368638
210,47.353318434673554
211,47.51266540172575
212,47.556393735225264
213,47.927564368477796
214,47.73777157563079
215,48.09417179890567
216,47.757469114687574
217,47.99519402229827
218,47.81923992369825
219,48.46194158366191
220,47.84168484854521
221,48.1871538565915
222,48.29762472467203
223,48.299005283873456
224,48.22426254718691
225,48.280131055600414
226,48.35933509854551
227,48.36535448123442
228,48.63141921479254
229,48.92434488469594
230,48.414049141037744
231,48.294606361274845
232,48.59364416414452
233,49.16969211472139
234,48.53518295038311
235,49.06562865938642
236,49.11495457463811
237,48.7100294055119
238,48.97560167723978
239,49.22826958390333
240,48.86727891196284
241,48.94263339266824
242,48.906990878746505
243,48.86008768135298
244,48.9726316185243
245,48.89688506157698
246,49.187415424925085
247,49.06527106039101
248,49.30443294181468
249,48.98465146771366
250,49.39990796131604
251,49.53808719004385
252,49.01003359030341
253,49.52074285432776
254,49.728369311992104
255,49.27756607467972
256,49.8904239417718
257,49.67588649178826
258,49.48701319150353
259,49.652555864115655
260,49.81083200980644
261,49.749589059772575
262,49.87712650609978
263,49.61999544204547
264,49.8725262501157
265,49.59020571657326
266,49.88477006453593
267,49.76007405364917
268,49.82736504686485
269,50.25508176619543
270,50.25929537747126
271,50.19581080039898
272,49.88825151125624
273,50.07594578204461
274,50.41414438463752
275,50.23195100033716
276,50.69934312478872
277,50.345798626502024
278,50.336992373419896
279,50.26799779611958
280,50.38756024447881
281,50.361182885692145
282,50.563918562631194
283,50.64405381074976
284,50.325729873009074
285,50.24669483260939
286,50.17551458134633
287,50.6739700535132
288,50.38111781485472
289,50.2004368887843
290,50.73776042173634
291,51.18748141015546
292,50.71631252422368
293,50.91367972843342
294,50.79061324407816
295,50.78254742863249
296,51.01403207876199
297,50.79986797183548
298,50.93892334899813
299,50.97712358314002
300,50.80632341217301
301,51.16532700609709
302,50.95872436940992
303,50.869187015697776
304,51.154080868549244
305,50.89335245634946
306,51.10477490512104
307,51.12323412300132
308,51.36798406389365
309,51.271320549731364
310,51.19678152457846
311,51.39057737924406
312,51.53013514384599
313,51.38855863571822
314,51.303804571390096
315,51.06393990594051
316,51.137694248942196
317,51.31391967887599
318,51.277148704224444
319,51.38558336620448
320,51.45807511456531
321,51.576293260217966
322,51.4797076597905
323,51.61440461886456
324,51.55314125182014
325,51.16814136694859
326,51.398203167125814
327,51.57993656964218
328,51.38934824451614
